Name,Paleographic features
2088,ה:shaft:length:medium
2090,ה:shaft:length:medium
2116,ה:shaft:length:medium
2121,ה:shaft:length:medium
2131,ה:shaft:length:medium
2136,ה:shaft:length:medium
2152,ה:shaft:length:medium
2155,ה:shaft:length:medium
2155,ה:shaft:length:medium
2156,ה:shaft:length:medium
2158,ה:shaft:length:medium
3015,ה:shaft:length:medium
2173,ה:shaft:length:medium
3017,ה:shaft:length:medium
3017,ה:shaft:length:medium
2175,ה:shaft:length:medium
2180,ה:shaft:length:medium
2187,ה:shaft:length:medium
2190,ה:shaft:length:medium
2190,ה:shaft:length:medium
3037,ה:shaft:length:medium
3047,ה:shaft:length:medium
3049,ה:shaft:length:medium
3062,ה:shaft:length:medium
3062,ה:shaft:length:medium
1001,ה:shaft:length:short
1020,ה:shaft:length:short
1020,ה:shaft:length:short
1024,ה:shaft:length:short
1030,ה:shaft:length:short
1032,ה:shaft:length:short
3007,ה:shaft:length:short
1033,ה:shaft:length:short
1034,ה:shaft:length:short
1035,ה:shaft:length:short
1039,ה:shaft:length:short
1041,ה:shaft:length:short
1055,ה:shaft:length:short
1059,ה:shaft:length:short
1064,ה:shaft:length:short
1065,ה:shaft:length:short
2003,ה:shaft:length:short
2004,ה:shaft:length:short
2004,ה:shaft:length:short
2005,ה:shaft:length:short
2007,ה:shaft:length:short
2009,ה:shaft:length:short
2025,ה:shaft:length:short
2026,ה:shaft:length:short
2027,ה:shaft:length:short
2032,ה:shaft:length:short
2039,ה:shaft:length:short
2083,ה:shaft:length:short
2136,ה:shaft:length:short
2140,ה:shaft:length:short
2156,ה:shaft:length:short
2161,ה:shaft:length:short
3013,ה:shaft:length:short
2181,ה:shaft:length:short
2188,ה:shaft:length:short
3022,ה:shaft:length:short
3033,ה:shaft:length:short
3036,ה:shaft:length:short
1003,ו–ה:additional:ligatures:waw-he ligature
1003,ו–ה:additional:ligatures:waw-he ligature
1009,ו–ה:additional:ligatures:waw-he ligature
1009,ו–ה:additional:ligatures:waw-he ligature
1013,ו–ה:additional:ligatures:waw-he ligature
1013,ו–ה:additional:ligatures:waw-he ligature
1014,ו–ה:additional:ligatures:waw-he ligature
1014,ו–ה:additional:ligatures:waw-he ligature
1022,ו–ה:additional:ligatures:waw-he ligature
1022,ו–ה:additional:ligatures:waw-he ligature
1022,ו–ה:additional:ligatures:waw-he ligature
1027,ו–ה:additional:ligatures:waw-he ligature
1027,ו–ה:additional:ligatures:waw-he ligature
1028,ו–ה:additional:ligatures:waw-he ligature
1028,ו–ה:additional:ligatures:waw-he ligature
1033,ו–ה:additional:ligatures:waw-he ligature
1033,ו–ה:additional:ligatures:waw-he ligature
1033,ו–ה:additional:ligatures:waw-he ligature
1033,ו–ה:additional:ligatures:waw-he ligature
1033,ו–ה:additional:ligatures:waw-he ligature
1033,ו–ה:additional:ligatures:waw-he ligature
1035,ו–ה:additional:ligatures:waw-he ligature
1035,ו–ה:additional:ligatures:waw-he ligature
1039,ו–ה:additional:ligatures:waw-he ligature
1039,ו–ה:additional:ligatures:waw-he ligature
1040,ו–ה:additional:ligatures:waw-he ligature
1040,ו–ה:additional:ligatures:waw-he ligature
1042,ו–ה:additional:ligatures:waw-he ligature
1042,ו–ה:additional:ligatures:waw-he ligature
1055,ו–ה:additional:ligatures:waw-he ligature
1055,ו–ה:additional:ligatures:waw-he ligature
1064,ו–ה:additional:ligatures:waw-he ligature
2003,ו–ה:additional:ligatures:waw-he ligature
2003,ו–ה:additional:ligatures:waw-he ligature
2004,ו–ה:additional:ligatures:waw-he ligature
2007,ו–ה:additional:ligatures:waw-he ligature
2007,ו–ה:additional:ligatures:waw-he ligature
2014,ו–ה:additional:ligatures:waw-he ligature
2024,ו–ה:additional:ligatures:waw-he ligature
2024,ו–ה:additional:ligatures:waw-he ligature
2025,ו–ה:additional:ligatures:waw-he ligature
2025,ו–ה:additional:ligatures:waw-he ligature
2025,ו–ה:additional:ligatures:waw-he ligature
2026,ו–ה:additional:ligatures:waw-he ligature
2026,ו–ה:additional:ligatures:waw-he ligature
2036,ו–ה:additional:ligatures:waw-he ligature
2036,ו–ה:additional:ligatures:waw-he ligature
2039,ו–ה:additional:ligatures:waw-he ligature
2039,ו–ה:additional:ligatures:waw-he ligature
2042,ו–ה:additional:ligatures:waw-he ligature
2042,ו–ה:additional:ligatures:waw-he ligature
2042,ו–ה:additional:ligatures:waw-he ligature
2042,ו–ה:additional:ligatures:waw-he ligature
2045,ו–ה:additional:ligatures:waw-he ligature
2045,ו–ה:additional:ligatures:waw-he ligature
2049,ו–ה:additional:ligatures:waw-he ligature
2049,ו–ה:additional:ligatures:waw-he ligature
2049,ו–ה:additional:ligatures:waw-he ligature
2049,ו–ה:additional:ligatures:waw-he ligature
2050,ו–ה:additional:ligatures:waw-he ligature
2053,ו–ה:additional:ligatures:waw-he ligature
2061,ו–ה:additional:ligatures:waw-he ligature
2061,ו–ה:additional:ligatures:waw-he ligature
2063,ו–ה:additional:ligatures:waw-he ligature
2063,ו–ה:additional:ligatures:waw-he ligature
2064,ו–ה:additional:ligatures:waw-he ligature
2064,ו–ה:additional:ligatures:waw-he ligature
2068,ו–ה:additional:ligatures:waw-he ligature
2068,ו–ה:additional:ligatures:waw-he ligature
2068,ו–ה:additional:ligatures:waw-he ligature
2068,ו–ה:additional:ligatures:waw-he ligature
2069,ו–ה:additional:ligatures:waw-he ligature
2069,ו–ה:additional:ligatures:waw-he ligature
2071,ו–ה:additional:ligatures:waw-he ligature
2071,ו–ה:additional:ligatures:waw-he ligature
2071,ו–ה:additional:ligatures:waw-he ligature
2071,ו–ה:additional:ligatures:waw-he ligature
2073,ו–ה:additional:ligatures:waw-he ligature
2073,ו–ה:additional:ligatures:waw-he ligature
2083,ו–ה:additional:ligatures:waw-he ligature
2083,ו–ה:additional:ligatures:waw-he ligature
2083,ו–ה:additional:ligatures:waw-he ligature
2083,ו–ה:additional:ligatures:waw-he ligature
2114,ו–ה:additional:ligatures:waw-he ligature
2114,ו–ה:additional:ligatures:waw-he ligature
2114,ו–ה:additional:ligatures:waw-he ligature
2114,ו–ה:additional:ligatures:waw-he ligature
2116,ו–ה:additional:ligatures:waw-he ligature
2116,ו–ה:additional:ligatures:waw-he ligature
2119,ו–ה:additional:ligatures:waw-he ligature
2119,ו–ה:additional:ligatures:waw-he ligature
2155,ו–ה:additional:ligatures:waw-he ligature
2155,ו–ה:additional:ligatures:waw-he ligature
2155,ו–ה:additional:ligatures:waw-he ligature
2155,ו–ה:additional:ligatures:waw-he ligature
2156,ו–ה:additional:ligatures:waw-he ligature
2156,ו–ה:additional:ligatures:waw-he ligature
2190,ו–ה:additional:ligatures:waw-he ligature
2190,ו–ה:additional:ligatures:waw-he ligature
1020,ו:additional:head protrusion
1030,ו:additional:head protrusion
2008,ו:additional:head protrusion
2069,ו:additional:head protrusion
2156,ו:additional:head protrusion
3002,ו:additional:reversed letter
3001,ו:additional:reversed letter
3008,ו:additional:reversed letter
3008,ו:additional:reversed letter
1044,ו:additional:reversed letter
2081,ו:additional:reversed letter
3015,ו:additional:reversed letter
3025,ו:additional:reversed letter
1055,ו:additional:rounded square cup head
2025,ו:additional:rounded square cup head
2116,ו:additional:rounded square cup head
2155,ו:additional:rounded square cup head
3047,ו:additional:rounded square cup head
3058,ו:additional:rounded square cup head
3013,ו:additional:shaft offset from the head
1013,ו:additional:slanted head
1022,ו:additional:slanted head
1022,ו:additional:slanted head
1020,ו:additional:slanted head
1020,ו:additional:slanted head
1024,ו:additional:slanted head
1030,ו:additional:slanted head
1044,ו:additional:slanted head
1058,ו:additional:slanted head
1058,ו:additional:slanted head
1064,ו:additional:slanted head
2005,ו:additional:slanted head
2073,ו:additional:slanted head
2092,ו:additional:slanted head
1047,ו:additional:small head tick(s)
1003,ו:body:inclination:oblique leftward
1009,ו:body:inclination:oblique leftward
1013,ו:body:inclination:oblique leftward
1014,ו:body:inclination:oblique leftward
1020,ו:body:inclination:oblique leftward
1024,ו:body:inclination:oblique leftward
1024,ו:body:inclination:oblique leftward
1027,ו:body:inclination:oblique leftward
1028,ו:body:inclination:oblique leftward
1035,ו:body:inclination:oblique leftward
1039,ו:body:inclination:oblique leftward
1040,ו:body:inclination:oblique leftward
1041,ו:body:inclination:oblique leftward
1042,ו:body:inclination:oblique leftward
1053,ו:body:inclination:oblique leftward
1055,ו:body:inclination:oblique leftward
1055,ו:body:inclination:oblique leftward
1058,ו:body:inclination:oblique leftward
1058,ו:body:inclination:oblique leftward
2007,ו:body:inclination:oblique leftward
2012,ו:body:inclination:oblique leftward
2012,ו:body:inclination:oblique leftward
2027,ו:body:inclination:oblique leftward
2027,ו:body:inclination:oblique leftward
2034,ו:body:inclination:oblique leftward
2037,ו:body:inclination:oblique leftward
2039,ו:body:inclination:oblique leftward
2044,ו:body:inclination:oblique leftward
2045,ו:body:inclination:oblique leftward
2049,ו:body:inclination:oblique leftward
2053,ו:body:inclination:oblique leftward
2060,ו:body:inclination:oblique leftward
2061,ו:body:inclination:oblique leftward
2062,ו:body:inclination:oblique leftward
2064,ו:body:inclination:oblique leftward
2071,ו:body:inclination:oblique leftward
2071,ו:body:inclination:oblique leftward
2072,ו:body:inclination:oblique leftward
2076,ו:body:inclination:oblique leftward
2082,ו:body:inclination:oblique leftward
2083,ו:body:inclination:oblique leftward
2083,ו:body:inclination:oblique leftward
2086,ו:body:inclination:oblique leftward
2090,ו:body:inclination:oblique leftward
2107,ו:body:inclination:oblique leftward
2114,ו:body:inclination:oblique leftward
2121,ו:body:inclination:oblique leftward
2155,ו:body:inclination:oblique leftward
2155,ו:body:inclination:oblique leftward
2156,ו:body:inclination:oblique leftward
2156,ו:body:inclination:oblique leftward
3015,ו:body:inclination:oblique leftward
2166,ו:body:inclination:oblique leftward
2171,ו:body:inclination:oblique leftward
3017,ו:body:inclination:oblique leftward
2180,ו:body:inclination:oblique leftward
2190,ו:body:inclination:oblique leftward
3022,ו:body:inclination:oblique leftward
3028,ו:body:inclination:oblique leftward
3058,ו:body:inclination:oblique leftward
3062,ו:body:inclination:oblique leftward
3062,ו:body:inclination:oblique leftward
3047,ו:body:inclination:oblique rightward
1013,ו:body:inclination:vertical
1022,ו:body:inclination:vertical
1022,ו:body:inclination:vertical
1020,ו:body:inclination:vertical
1025,ו:body:inclination:vertical
1030,ו:body:inclination:vertical
1030,ו:body:inclination:vertical
3002,ו:body:inclination:vertical
3008,ו:body:inclination:vertical
3008,ו:body:inclination:vertical
1033,ו:body:inclination:vertical
1033,ו:body:inclination:vertical
1044,ו:body:inclination:vertical
1044,ו:body:inclination:vertical
1046,ו:body:inclination:vertical
1047,ו:body:inclination:vertical
1064,ו:body:inclination:vertical
1065,ו:body:inclination:vertical
2003,ו:body:inclination:vertical
2004,ו:body:inclination:vertical
2005,ו:body:inclination:vertical
2008,ו:body:inclination:vertical
2009,ו:body:inclination:vertical
2010,ו:body:inclination:vertical
2011,ו:body:inclination:vertical
2014,ו:body:inclination:vertical
2024,ו:body:inclination:vertical
2025,ו:body:inclination:vertical
2025,ו:body:inclination:vertical
2025,ו:body:inclination:vertical
2026,ו:body:inclination:vertical
2031,ו:body:inclination:vertical
2032,ו:body:inclination:vertical
2035,ו:body:inclination:vertical
2036,ו:body:inclination:vertical
2042,ו:body:inclination:vertical
2046,ו:body:inclination:vertical
2049,ו:body:inclination:vertical
2050,ו:body:inclination:vertical
2053,ו:body:inclination:vertical
2054,ו:body:inclination:vertical
2057,ו:body:inclination:vertical
2063,ו:body:inclination:vertical
2068,ו:body:inclination:vertical
2068,ו:body:inclination:vertical
2069,ו:body:inclination:vertical
2073,ו:body:inclination:vertical
2073,ו:body:inclination:vertical
2085,ו:body:inclination:vertical
3011,ו:body:inclination:vertical
2087,ו:body:inclination:vertical
2092,ו:body:inclination:vertical
2114,ו:body:inclination:vertical
2116,ו:body:inclination:vertical
2136,ו:body:inclination:vertical
2140,ו:body:inclination:vertical
2119,ו:body:inclination:vertical
2159,ו:body:inclination:vertical
2161,ו:body:inclination:vertical
3013,ו:body:inclination:vertical
2167,ו:body:inclination:vertical
2188,ו:body:inclination:vertical
3025,ו:body:inclination:vertical
3033,ו:body:inclination:vertical
3036,ו:body:inclination:vertical
3042,ו:body:inclination:vertical
3043,ו:body:inclination:vertical
3052,ו:body:inclination:vertical
3053,ו:body:inclination:vertical
1025,ו:head:nose:noseless
1003,ו:head:nose:with nose
1013,ו:head:nose:with nose
1013,ו:head:nose:with nose
1014,ו:head:nose:with nose
1022,ו:head:nose:with nose
1022,ו:head:nose:with nose
1020,ו:head:nose:with nose
1020,ו:head:nose:with nose
1024,ו:head:nose:with nose
1024,ו:head:nose:with nose
1027,ו:head:nose:with nose
1028,ו:head:nose:with nose
1030,ו:head:nose:with nose
1030,ו:head:nose:with nose
3002,ו:head:nose:with nose
3008,ו:head:nose:with nose
3008,ו:head:nose:with nose
1033,ו:head:nose:with nose
1033,ו:head:nose:with nose
1035,ו:head:nose:with nose
1040,ו:head:nose:with nose
1041,ו:head:nose:with nose
1042,ו:head:nose:with nose
1044,ו:head:nose:with nose
1044,ו:head:nose:with nose
1047,ו:head:nose:with nose
1053,ו:head:nose:with nose
1058,ו:head:nose:with nose
1058,ו:head:nose:with nose
1064,ו:head:nose:with nose
1065,ו:head:nose:with nose
2005,ו:head:nose:with nose
2007,ו:head:nose:with nose
2008,ו:head:nose:with nose
2009,ו:head:nose:with nose
2010,ו:head:nose:with nose
2012,ו:head:nose:with nose
2014,ו:head:nose:with nose
2024,ו:head:nose:with nose
2025,ו:head:nose:with nose
2025,ו:head:nose:with nose
2025,ו:head:nose:with nose
2026,ו:head:nose:with nose
2027,ו:head:nose:with nose
2034,ו:head:nose:with nose
2037,ו:head:nose:with nose
2039,ו:head:nose:with nose
2046,ו:head:nose:with nose
2049,ו:head:nose:with nose
2049,ו:head:nose:with nose
2061,ו:head:nose:with nose
2068,ו:head:nose:with nose
2069,ו:head:nose:with nose
2071,ו:head:nose:with nose
2071,ו:head:nose:with nose
2072,ו:head:nose:with nose
2076,ו:head:nose:with nose
2081,ו:head:nose:with nose
2082,ו:head:nose:with nose
2073,ו:head:nose:with nose
2073,ו:head:nose:with nose
2083,ו:head:nose:with nose
2083,ו:head:nose:with nose
2085,ו:head:nose:with nose
2086,ו:head:nose:with nose
3011,ו:head:nose:with nose
2090,ו:head:nose:with nose
2092,ו:head:nose:with nose
2114,ו:head:nose:with nose
2116,ו:head:nose:with nose
2121,ו:head:nose:with nose
2136,ו:head:nose:with nose
2140,ו:head:nose:with nose
2119,ו:head:nose:with nose
2155,ו:head:nose:with nose
2155,ו:head:nose:with nose
2156,ו:head:nose:with nose
2156,ו:head:nose:with nose
2159,ו:head:nose:with nose
2161,ו:head:nose:with nose
3013,ו:head:nose:with nose
3015,ו:head:nose:with nose
2166,ו:head:nose:with nose
2167,ו:head:nose:with nose
2171,ו:head:nose:with nose
3017,ו:head:nose:with nose
2180,ו:head:nose:with nose
2188,ו:head:nose:with nose
3047,ו:head:nose:with nose
3025,ו:head:nose:with nose
3028,ו:head:nose:with nose
3033,ו:head:nose:with nose
3036,ו:head:nose:with nose
3043,ו:head:nose:with nose
3053,ו:head:nose:with nose
3058,ו:head:nose:with nose
3062,ו:head:nose:with nose
1013,ו:head:shape:square cup
1022,ו:head:shape:square cup
1022,ו:head:shape:square cup
1020,ו:head:shape:square cup
1020,ו:head:shape:square cup
1024,ו:head:shape:square cup
1024,ו:head:shape:square cup
1030,ו:head:shape:square cup
1030,ו:head:shape:square cup
3002,ו:head:shape:square cup
3008,ו:head:shape:square cup
3008,ו:head:shape:square cup
1033,ו:head:shape:square cup
1035,ו:head:shape:square cup
1044,ו:head:shape:square cup
1058,ו:head:shape:square cup
1058,ו:head:shape:square cup
1064,ו:head:shape:square cup
2007,ו:head:shape:square cup
2008,ו:head:shape:square cup
2025,ו:head:shape:square cup
2025,ו:head:shape:square cup
2025,ו:head:shape:square cup
2026,ו:head:shape:square cup
2034,ו:head:shape:square cup
2049,ו:head:shape:square cup
2068,ו:head:shape:square cup
2069,ו:head:shape:square cup
2076,ו:head:shape:square cup
2081,ו:head:shape:square cup
2073,ו:head:shape:square cup
2073,ו:head:shape:square cup
2086,ו:head:shape:square cup
3011,ו:head:shape:square cup
2090,ו:head:shape:square cup
2092,ו:head:shape:square cup
2116,ו:head:shape:square cup
2121,ו:head:shape:square cup
2140,ו:head:shape:square cup
2156,ו:head:shape:square cup
2159,ו:head:shape:square cup
2161,ו:head:shape:square cup
3015,ו:head:shape:square cup
2171,ו:head:shape:square cup
2180,ו:head:shape:square cup
2188,ו:head:shape:square cup
3047,ו:head:shape:square cup
3025,ו:head:shape:square cup
3033,ו:head:shape:square cup
3058,ו:head:shape:square cup
1001,ו:head:shape:U-shaped
1025,ו:head:shape:U-shaped
2012,ו:head:shape:U-shaped
2107,ו:head:shape:U-shaped
2136,ו:head:shape:U-shaped
2155,ו:head:shape:U-shaped
2155,ו:head:shape:U-shaped
2167,ו:head:shape:U-shaped
1003,ו:head:shape:V-shaped
1013,ו:head:shape:V-shaped
1014,ו:head:shape:V-shaped
1027,ו:head:shape:V-shaped
1039,ו:head:shape:V-shaped
1042,ו:head:shape:V-shaped
1047,ו:head:shape:V-shaped
1053,ו:head:shape:V-shaped
1065,ו:head:shape:V-shaped
2005,ו:head:shape:V-shaped
2009,ו:head:shape:V-shaped
2024,ו:head:shape:V-shaped
2046,ו:head:shape:V-shaped
2071,ו:head:shape:V-shaped
2072,ו:head:shape:V-shaped
2119,ו:head:shape:V-shaped
3013,ו:head:shape:V-shaped
2166,ו:head:shape:V-shaped
3017,ו:head:shape:V-shaped
3022,ו:head:shape:V-shaped
3028,ו:head:shape:V-shaped
3053,ו:head:shape:V-shaped
3057,ו:head:shape:V-shaped
2044,ו:head:shape:zigzag-shaped
1009,ז:additional:double tick
2027,ז:additional:double tick
2030,ז:additional:double tick
2037,ז:additional:reversed letter
2107,ז:additional:shaftless
1022,ז:additional:single lower tick
1030,ז:additional:single lower tick
2037,ז:additional:single lower tick
2043,ז:additional:single lower tick
2056,ז:additional:single lower tick
2066,ז:additional:single lower tick
2107,ז:additional:single lower tick
3013,ז:additional:single lower tick
3019,ז:additional:single lower tick
1009,ז:body:orientation:landscape
1022,ז:body:orientation:landscape
1030,ז:body:orientation:landscape
3005,ז:body:orientation:landscape
2027,ז:body:orientation:landscape
2030,ז:body:orientation:landscape
2031,ז:body:orientation:landscape
2037,ז:body:orientation:landscape
2043,ז:body:orientation:landscape
2045,ז:body:orientation:landscape
2053,ז:body:orientation:landscape
2056,ז:body:orientation:landscape
2062,ז:body:orientation:landscape
2064,ז:body:orientation:landscape
2066,ז:body:orientation:landscape
2107,ז:body:orientation:landscape
2136,ז:body:orientation:landscape
2136,ז:body:orientation:landscape
3013,ז:body:orientation:landscape
2171,ז:body:orientation:landscape
2172,ז:body:orientation:landscape
3016,ז:body:orientation:landscape
2177,ז:body:orientation:landscape
3019,ז:body:orientation:landscape
3033,ז:body:orientation:landscape
3034,ז:body:orientation:landscape
3037,ז:body:orientation:landscape
3049,ז:body:orientation:landscape
3053,ז:body:orientation:landscape
3061,ז:body:orientation:landscape
1019*,ז:body:orientation:portrait
1019*,ז:shaft:inclination:oblique centered
2177,ז:shaft:inclination:oblique centered
3033,ז:shaft:inclination:oblique centered
3034,ז:shaft:inclination:oblique centered
1009,ז:shaft:inclination:vertical
1022,ז:shaft:inclination:vertical
1030,ז:shaft:inclination:vertical
3005,ז:shaft:inclination:vertical
1019*,ז:shaft:inclination:vertical
2027,ז:shaft:inclination:vertical
2031,ז:shaft:inclination:vertical
2037,ז:shaft:inclination:vertical
2043,ז:shaft:inclination:vertical
2045,ז:shaft:inclination:vertical
2056,ז:shaft:inclination:vertical
2064,ז:shaft:inclination:vertical
2066,ז:shaft:inclination:vertical
2136,ז:shaft:inclination:vertical
2136,ז:shaft:inclination:vertical
3013,ז:shaft:inclination:vertical
2171,ז:shaft:inclination:vertical
2172,ז:shaft:inclination:vertical
3019,ז:shaft:inclination:vertical
3037,ז:shaft:inclination:vertical
3038,ז:shaft:inclination:vertical
3049,ז:shaft:inclination:vertical
3053,ז:shaft:inclination:vertical
3061,ז:shaft:inclination:vertical
1010,ח:additional:elongated horizontally
2157,ח:additional:horizontal left protrusion
2039,ח:additional:horizontal right protrusion
2157,ח:additional:horizontal right protrusion
3005,ח:additional:reversed letter
3009,ח:additional:reversed letter
1035,ח:additional:reversed letter
2081,ח:additional:reversed letter
3020,ח:additional:reversed letter
3024,ח:additional:reversed letter
3042,ח:additional:reversed letter
3043,ח:additional:reversed letter
3043,ח:additional:reversed letter
2006,ח:additional:unequal protrusions length
2058,ח:additional:unequal protrusions length
2085,ח:additional:unequal protrusions length
2150,ח:additional:unequal protrusions length
2151,ח:additional:unequal protrusions length
3017,ח:additional:unequal protrusions length
1008,ח:body:inclination:oblique
1010,ח:body:inclination:oblique
1014,ח:body:inclination:oblique
1032,ח:body:inclination:oblique
1032,ח:body:inclination:oblique
3005,ח:body:inclination:oblique
1045,ח:body:inclination:oblique
1050,ח:body:inclination:oblique
1050,ח:body:inclination:oblique
2008,ח:body:inclination:oblique
2034,ח:body:inclination:oblique
2039,ח:body:inclination:oblique
2044,ח:body:inclination:oblique
2058,ח:body:inclination:oblique
2063,ח:body:inclination:oblique
2078,ח:body:inclination:oblique
2086,ח:body:inclination:oblique
2157,ח:body:inclination:oblique
2157,ח:body:inclination:oblique
2166,ח:body:inclination:oblique
2171,ח:body:inclination:oblique
3017,ח:body:inclination:oblique
2182,ח:body:inclination:oblique
3022,ח:body:inclination:oblique
3023,ח:body:inclination:oblique
3029,ח:body:inclination:oblique
3033,ח:body:inclination:oblique
3036,ח:body:inclination:oblique
3043,ח:body:inclination:oblique
3047,ח:body:inclination:oblique
3058,ח:body:inclination:oblique
1057*,ח:body:inclination:oblique
1057*,ח:body:inclination:oblique
1001,ח:body:inclination:vertical
1007,ח:body:inclination:vertical
1011,ח:body:inclination:vertical
1026,ח:body:inclination:vertical
3004,ח:body:inclination:vertical
3009,ח:body:inclination:vertical
1035,ח:body:inclination:vertical
1038,ח:body:inclination:vertical
1040,ח:body:inclination:vertical
2005,ח:body:inclination:vertical
2006,ח:body:inclination:vertical
2027,ח:body:inclination:vertical
2029,ח:body:inclination:vertical
2033,ח:body:inclination:vertical
2034,ח:body:inclination:vertical
2047,ח:body:inclination:vertical
2047,ח:body:inclination:vertical
2051,ח:body:inclination:vertical
2051,ח:body:inclination:vertical
2055,ח:body:inclination:vertical
2070,ח:body:inclination:vertical
2072,ח:body:inclination:vertical
2081,ח:body:inclination:vertical
2073,ח:body:inclination:vertical
2085,ח:body:inclination:vertical
2097,ח:body:inclination:vertical
2099,ח:body:inclination:vertical
2136,ח:body:inclination:vertical
2150,ח:body:inclination:vertical
2150,ח:body:inclination:vertical
2151,ח:body:inclination:vertical
2160,ח:body:inclination:vertical
3015,ח:body:inclination:vertical
2180,ח:body:inclination:vertical
2182,ח:body:inclination:vertical
3020,ח:body:inclination:vertical
3022,ח:body:inclination:vertical
3024,ח:body:inclination:vertical
3027,ח:body:inclination:vertical
3030,ח:body:inclination:vertical
3033,ח:body:inclination:vertical
3042,ח:body:inclination:vertical
3042,ח:body:inclination:vertical
3043,ח:body:inclination:vertical
3055,ח:body:inclination:vertical
3060,ח:body:inclination:vertical
1050,ח:horizontal strokes:number:one
1050,ח:horizontal strokes:number:one
1057*,ח:horizontal strokes:number:one
1057*,ח:horizontal strokes:number:one
1001,ח:horizontal strokes:number:three
1007,ח:horizontal strokes:number:three
1008,ח:horizontal strokes:number:three
1010,ח:horizontal strokes:number:three
1011,ח:horizontal strokes:number:three
1014,ח:horizontal strokes:number:three
1026,ח:horizontal strokes:number:three
1032,ח:horizontal strokes:number:three
1032,ח:horizontal strokes:number:three
1035,ח:horizontal strokes:number:three
1038,ח:horizontal strokes:number:three
1040,ח:horizontal strokes:number:three
1045,ח:horizontal strokes:number:three
2006,ח:horizontal strokes:number:three
2008,ח:horizontal strokes:number:three
2027,ח:horizontal strokes:number:three
2033,ח:horizontal strokes:number:three
2034,ח:horizontal strokes:number:three
2034,ח:horizontal strokes:number:three
2039,ח:horizontal strokes:number:three
2044,ח:horizontal strokes:number:three
2047,ח:horizontal strokes:number:three
2047,ח:horizontal strokes:number:three
2051,ח:horizontal strokes:number:three
2051,ח:horizontal strokes:number:three
2055,ח:horizontal strokes:number:three
2063,ח:horizontal strokes:number:three
2070,ח:horizontal strokes:number:three
2072,ח:horizontal strokes:number:three
2078,ח:horizontal strokes:number:three
2081,ח:horizontal strokes:number:three
2073,ח:horizontal strokes:number:three
2085,ח:horizontal strokes:number:three
2086,ח:horizontal strokes:number:three
2099,ח:horizontal strokes:number:three
2136,ח:horizontal strokes:number:three
2150,ח:horizontal strokes:number:three
2150,ח:horizontal strokes:number:three
2151,ח:horizontal strokes:number:three
2156,ח:horizontal strokes:number:three
2157,ח:horizontal strokes:number:three
2157,ח:horizontal strokes:number:three
2160,ח:horizontal strokes:number:three
3015,ח:horizontal strokes:number:three
2166,ח:horizontal strokes:number:three
2171,ח:horizontal strokes:number:three
2180,ח:horizontal strokes:number:three
2182,ח:horizontal strokes:number:three
2182,ח:horizontal strokes:number:three
3020,ח:horizontal strokes:number:three
3022,ח:horizontal strokes:number:three
3022,ח:horizontal strokes:number:three
3024,ח:horizontal strokes:number:three
3030,ח:horizontal strokes:number:three
3042,ח:horizontal strokes:number:three
3042,ח:horizontal strokes:number:three
3043,ח:horizontal strokes:number:three
3043,ח:horizontal strokes:number:three
3047,ח:horizontal strokes:number:three
3055,ח:horizontal strokes:number:three
3058,ח:horizontal strokes:number:three
3060,ח:horizontal strokes:number:three
3005,ח:horizontal strokes:number:two
3009,ח:horizontal strokes:number:two
2005,ח:horizontal strokes:number:two
2097,ח:horizontal strokes:number:two
3017,ח:horizontal strokes:number:two
3023,ח:horizontal strokes:number:two
3027,ח:horizontal strokes:number:two
3033,ח:horizontal strokes:number:two
3033,ח:horizontal strokes:number:two
3036,ח:horizontal strokes:number:two
1008,ח:vertical protrusions:lower left
3005,ח:vertical protrusions:lower left
3009,ח:vertical protrusions:lower left
1035,ח:vertical protrusions:lower left
1038,ח:vertical protrusions:lower left
2006,ח:vertical protrusions:lower left
2081,ח:vertical protrusions:lower left
2085,ח:vertical protrusions:lower left
2150,ח:vertical protrusions:lower left
2151,ח:vertical protrusions:lower left
3015,ח:vertical protrusions:lower left
3017,ח:vertical protrusions:lower left
3020,ח:vertical protrusions:lower left
3023,ח:vertical protrusions:lower left
3024,ח:vertical protrusions:lower left
3027,ח:vertical protrusions:lower left
3029,ח:vertical protrusions:lower left
3033,ח:vertical protrusions:lower left
3033,ח:vertical protrusions:lower left
3036,ח:vertical protrusions:lower left
3042,ח:vertical protrusions:lower left
3043,ח:vertical protrusions:lower left
3043,ח:vertical protrusions:lower left
1001,ח:vertical protrusions:lower right
1007,ח:vertical protrusions:lower right
1008,ח:vertical protrusions:lower right
1010,ח:vertical protrusions:lower right
1011,ח:vertical protrusions:lower right
1014,ח:vertical protrusions:lower right
1026,ח:vertical protrusions:lower right
1032,ח:vertical protrusions:lower right
1032,ח:vertical protrusions:lower right
3004,ח:vertical protrusions:lower right
1038,ח:vertical protrusions:lower right
1040,ח:vertical protrusions:lower right
1045,ח:vertical protrusions:lower right
2006,ח:vertical protrusions:lower right
2008,ח:vertical protrusions:lower right
2027,ח:vertical protrusions:lower right
2029,ח:vertical protrusions:lower right
2033,ח:vertical protrusions:lower right
2034,ח:vertical protrusions:lower right
2034,ח:vertical protrusions:lower right
2039,ח:vertical protrusions:lower right
2044,ח:vertical protrusions:lower right
2047,ח:vertical protrusions:lower right
