Name,"Paleographic features"
"1060 Yod-1","י:horizontal strokes:parallel downward"
"1060 Yod-1",י:body:inclination:oblique
"1060 Yod-1",י:foot:direction:upward
"1060 Yod-1",י:foot:length:long
"1061 Aleph-1",א:body:inclination:oblique
"1061 Aleph-1",א:head:shape:parallel
"1061 Aleph-1","א:additional:lower crossbar extending left of shaft"
"1061 Aleph-2",א:body:inclination:vertical
"1061 Aleph-2",א:head:shape:V-shaped
"1061 He-1",ה:body:inclination:oblique
"1061 He-1","ה:horizontal strokes:number:three"
"1061 He-1",ה:shaft:length:short
"1061 He-1","ה:shaft:angle with strokes:acute"
"1061 Lamed-1",ל:body:inclination:oblique
"1061 Lamed-1",ל:shaft:straight
"1061 Lamed-1","ל:foot:shape:single stroke"
"1061 Lamed-1",ל:foot:inclination:upward
"1061 Lamed-2",ל:body:inclination:oblique
"1061 Lamed-2",ל:shaft:straight
"1061 Lamed-2","ל:foot:shape:single stroke"
"1061 Lamed-2",ל:foot:inclination:upward
"1061 Mem-1",מ:body:inclination:oblique
"1061 Mem-1","מ:head:shape:square fork"
"1061 Mem-1",מ:tail:shape:curved
"1061 Mem-1","מ:additional:looping foot"
"1061 Mem-1","מ:additional:elision of the right vertical stroke"
"1061 Mem-1","מ:foot:with foot"
"1061 Mem-2",מ:body:inclination:oblique
"1061 Mem-2","מ:head:shape:square fork"
"1061 Mem-2",מ:tail:shape:straight
"1061 Mem-2",מ:foot:footless
"1061 Qof-1",ק:body:inclination:vertical
"1061 Qof-1",ק:head:shape:¾-circle
"1061 Qof-1",ק:head:crossing:uncrossed
"1061 Samek-1","ס:body:inclination:oblique rightward"
"1061 Samek-1","ס:horizontal strokes:number:three"
"1061 Samek-1","ס:horizontal strokes:shape:straight"
"1061 Samek-1","ס:shaft:not crossing the head"
"1061 Samek-1",ס:ticks:number:none
"1061 Waw-1",ו:body:inclination:vertical
"1061 Waw-1",ו:head:shape:v-shaped
"1061 Waw-1","ו:nose:with nose"
"1061 Yod-1","י:horizontal strokes:parallel downward"
"1061 Yod-1",י:body:inclination:vertical
"1061 Yod-1",י:foot:direction:upward
"1061 Yod-1",י:foot:length:medium
"1061 Yod-2","י:horizontal strokes:parallel downward"
"1061 Yod-2",י:body:inclination:vertical
"1061 Yod-2",י:foot:direction:upward
"1061 Yod-2",י:foot:length:medium
"2001 Beth-1",
"2001 He-1",
"2001 Kaf-1",
"2001 Resh-1",
"2002 Lamed-1",
"2002 Mem-1",
"2002 Resh-1",
"2002 Shin-1",
"2003 Aleph-1",א:body:inclination:vertical
"2003 Aleph-1",א:head:shape:parallel
"2003 Beth-1",ב:body:inclination:vertical
"2003 Beth-1",ב:head:shape:triangular
"2003 Beth-1",ב:leg:angular
"2003 Gimmel-1",ג:body:inclination:oblique
"2003 Gimmel-1",ג:head:angle:right
"2003 Gimmel-1",ג:head:length:short
"2003 He-1",ה:body:inclination:oblique
"2003 He-1","ה:horizontal strokes:number:three"
"2003 He-1",ה:shaft:length:medium
"2003 He-1","ה:shaft:angle with strokes:right"
"2003 He-1","ה:additional:upper horizontal stroke protruding rightward"
"2003 He-1","ו–ה:additional:ligatures:waw-he ligature"
"2003 He-2",ה:body:inclination:oblique
"2003 He-2","ה:horizontal strokes:number:three"
"2003 He-2",ה:shaft:length:short
"2003 He-2","ה:shaft:angle with strokes:right"
"2003 He-2","ה:additional:upper horizontal stroke protruding rightward"
"2003 Kaf-1",כ:body:inclination:oblique
"2003 Kaf-1",כ:head:shape:trident
"2003 Kaf-1",כ:head:orientation:upward
"2003 Kaf-1",כ:tail:straight
"2003 Lamed-1",ל:body:inclination:oblique
"2003 Lamed-1",ל:shaft:straight
"2003 Lamed-1",ל:foot:shape:angular
"2003 Lamed-1",ל:foot:inclination:horizontal
"2003 Lamed-2",ל:body:inclination:oblique
"2003 Lamed-2",ל:shaft:straight
"2003 Lamed-2","ל:foot:shape:single stroke"
"2003 Lamed-2",ל:foot:inclination:upward
"2003 Lamed-3",ל:body:inclination:oblique
"2003 Lamed-3",ל:shaft:straight
"2003 Lamed-3",ל:foot:shape:angular
"2003 Lamed-3",ל:foot:inclination:horizontal
"2003 Mem-1",מ:body:inclination:oblique
"2003 Mem-1","מ:head:shape:square fork"
"2003 Mem-1",מ:tail:shape:curved
"2003 Mem-1","מ:foot:with foot"
"2003 Nun-1",
"2003 Waw-1",ו:body:inclination:vertical
"2003 Waw-1","ו–ה:additional:ligatures:waw-he ligature"
"2003 Yod-1",י:body:inclination:oblique
"2003 Yod-1","י:horizontal strokes:parallel downward"
"2004 Aleph-1",
"2004 Ayin-1",ע:body:shape:teardrop
"2004 Beth-1",ב:body:inclination:oblique
"2004 Beth-1",ב:head:shape:quarter-circle
"2004 Beth-1","ב:additional:elongated shaft"
"2004 Beth-1","ב:additional:diamond-shaped head"
"2004 Dalet-1",ד:body:inclination:oblique
"2004 Dalet-1",ד:head:shape:quarter-circle
"2004 Dalet-1",ד:stem:short
"2004 Dalet-1","ד:additional:upper right head protrusion"
"2004 Gimmel-1",ג:body:inclination:oblique
"2004 Gimmel-1",ג:head:angle:right
"2004 Gimmel-1",ג:head:length:short
"2004 Gimmel-1","ג:additional:protruding crossbar"
"2004 He-1",ה:body:inclination:oblique
"2004 He-1","ה:horizontal strokes:number:three"
"2004 He-1",ה:shaft:length:short
"2004 He-1","ה:shaft:angle with strokes:right"
"2004 He-1","ו–ה:additional:ligatures:waw-he ligature"
"2004 He-2",ה:body:inclination:oblique
"2004 He-2","ה:horizontal strokes:number:three"
"2004 He-2",ה:shaft:length:short
"2004 He-2","ה:shaft:angle with strokes:right"
"2004 He-2","ה:additional:lengthening of the lower stroke"
"2004 He-2","ה:additional:lower horizontal stroke curving upward"
"2004 He-2","ה:additional:upper horizontal stroke protruding rightward"
"2004 Lamed-1",ל:body:inclination:oblique
"2004 Lamed-1",ל:shaft:straight
"2004 Lamed-1",ל:foot:shape:angular
"2004 Lamed-1",ל:foot:inclination:horizontal
"2004 Lamed-2",ל:body:inclination:oblique
"2004 Lamed-2",ל:shaft:straight
"2004 Lamed-2",ל:foot:shape:angular
"2004 Lamed-2",ל:foot:inclination:horizontal
"2004 Lamed-3",ל:body:inclination:oblique
"2004 Lamed-3",ל:shaft:straight
"2004 Lamed-3",ל:foot:shape:angular
"2004 Lamed-3",ל:foot:inclination:horizontal
"2004 Resh-1",ר:body:inclination:oblique
"2004 Resh-1",ר:head:shape:triangular
"2004 Resh-1",ר:head:quarter-circle
"2004 Shin-1",ש:body:inclination:oblique
"2004 Shin-1",ש:body:shape:w-shaped
"2004 Shin-1","ש:additional:one middle protrusion"
"2004 Tav-1",ת:body:shape:x-shaped
"2004 Waw-1",ו:body:inclination:vertical
"2004 Yod-1",י:body:inclination:oblique
"2004 Yod-1","י:horizontal strokes:parallel downward"
"2004 Yod-1",י:foot:direction:horizontal
"2004 Yod-1",י:foot:length:medium
"2004 Yod-2",י:body:inclination:oblique
"2004 Yod-2","י:horizontal strokes:converging"
"2004 Yod-2",י:foot:direction:horizontal
"2004 Yod-2",י:foot:length:medium
"2005 Aleph-1",א:body:inclination:vertical
"2005 Aleph-1","א:additional:curved lower crossbar"
"2005 Beth-1",ב:body:inclination:oblique
"2005 Beth-1",ב:head:shape:quarter-circle
"2005 Beth-1",ב:leg:angular
"2005 Beth-1","ב:additional:absent/vestigial shaft"
"2005 He-1",ה:body:inclination:oblique
"2005 He-1","ה:horizontal strokes:number:three"
"2005 He-1",ה:shaft:length:short
"2005 He-1",ה:additional:non-parallel
"2005 He-1","ה:additional:upper horizontal stroke protruding rightward"
"2005 He-1","ה:additional:lower horizontal stroke curving upward"
"2005 Het-1",ח:body:inclination:vertical
"2005 Het-1","ח:horizontal strokes:number:two"
"2005 Het-1","ח:vertical protrusions:upper left"
"2005 Lamed-1",ל:body:inclination:oblique
"2005 Lamed-1",ל:shaft:straight
"2005 Lamed-1",ל:foot:shape:angular
"2005 Lamed-1",ל:foot:inclination:horizontal
"2005 Lamed-2",ל:body:inclination:oblique
"2005 Lamed-2",ל:shaft:convex
"2005 Lamed-2","ל:foot:shape:single stroke"
"2005 Lamed-2",ל:foot:inclination:upward
"2005 Mem-1",מ:body:inclination:oblique
"2005 Mem-1","מ:head:shape:square fork"
"2005 Mem-1",מ:tail:shape:curved
"2005 Mem-1","מ:additional:elision of the right vertical stroke"
"2005 Mem-1","מ:additional:looping foot"
"2005 Mem-1","מ:foot:with foot"
"2005 Nun-1",נ:body:inclination:oblique
"2005 Nun-1",נ:head:shape:zigzag
"2005 Nun-1",נ:tail:curved
"2005 Nun-1","נ:additional:left stroke elongated upward"
"2005 Nun-1","נ:additional:looping foot"
"2005 Nun-1","נ:foot:with foot"
"2005 Qof-1",ק:body:inclination:vertical
"2005 Qof-1",ק:head:shape:¾-circle
"2005 Qof-1",ק:head:crossing:uncrossed
"2005 Qof-1",י–ק:additional:ligatures:qof-yod
"2005 Samek-1",ס:body:inclination:vertical
"2005 Samek-1","ס:horizontal strokes:number:three"
"2005 Samek-1","ס:horizontal strokes:shape:straight"
"2005 Samek-1","ס:shaft:not crossing the head"
"2005 Waw-1",ו:body:inclination:vertical
"2005 Waw-1",ו:head:shape:v-shaped
"2005 Waw-1","ו:additional:slanted head"
"2005 Waw-1","ו:nose:with nose"
"2005 Yod-1",י:body:inclination:oblique
"2005 Yod-1","י:horizontal strokes:parallel horizontal"
"2005 Yod-1",י:foot:direction:upward
"2005 Yod-1",י:foot:length:medium
"2005 Yod-1",י–ק:additional:ligatures:qof-yod
"2006 Aleph-1",א:body:inclination:vertical
"2006 Aleph-1",א:head:shape:U-shaped
"2006 Het-1",ח:body:inclination:vertical
"2006 Het-1","ח:horizontal strokes:number:three"
"2006 Het-1","ח:vertical protrusions:upper left"
"2006 Het-1","ח:vertical protrusions:lower right"
"2006 Het-1","ח:vertical protrusions:lower left"
"2006 Het-1","ח:additional:unequal protrusions length"
"2006 Lamed-1",
"2006 Mem-1",מ:body:inclination:vertical
"2006 Mem-1",מ:tail:shape:straight
"2006 Nun-1",נ:body:inclination:vertical
"2006 Nun-1",נ:head:shape:cup-shaped
"2006 Nun-1",נ:tail:angular
"2006 Nun-1","נ:foot:with foot"
"2006 Samek-1",ס:body:inclination:vertical
"2006 Samek-1","ס:horizontal strokes:shape:straight"
"2006 Samek-1",ס:ticks:number:one
"2006 Samek-1","ס:ticks:lower tick type:long"
"2006 Samek-1","ס:ticks:lower tick shape:angular"
"2007 Beth-1",ב:body:inclination:oblique
"2007 Beth-1",ב:head:shape:quarter-circle
"2007 Beth-1",ב:leg:angular
"2007 He-1",ה:body:inclination:oblique
"2007 He-1","ה:horizontal strokes:number:three"
"2007 He-1",ה:shaft:length:short
"2007 He-1","ה:shaft:angle with strokes:right"
"2007 He-1","ה:additional:upper horizontal stroke protruding rightward"
"2007 He-1","ו–ה:additional:ligatures:waw-he ligature"
"2007 He-2",ה:body:inclination:oblique
"2007 He-2","ה:horizontal strokes:number:three"
"2007 He-2",ה:shaft:length:medium
"2007 He-2","ה:shaft:angle with strokes:right"
"2007 He-2","ה:additional:upper horizontal stroke protruding rightward"
"2007 Kaf-1",כ:body:inclination:vertical
"2007 Kaf-1","כ:head:shape:middle finger protruding from left finger"
"2007 Kaf-1",כ:head:orientation:upward
"2007 Kaf-1",כ:tail:curved
"2007 Kaf-1","כ:foot:with foot"
"2007 Lamed-1",
"2007 Nun-1",נ:body:inclination:oblique
"2007 Nun-1",נ:head:shape:zigzag
"2007 Nun-1",נ:tail:curved
"2007 Nun-1","נ:foot:with foot"
"2007 Waw-1","ו:body:inclination:oblique leftward"
"2007 Waw-1","ו:head:shape:square cup"
"2007 Waw-1","ו:nose:with nose"
"2007 Waw-1","ו–ה:additional:ligatures:waw-he ligature"
"2007 Waw-2",
"2007 Yod-1",י:body:inclination:oblique
"2007 Yod-1","י:horizontal strokes:parallel downward"
"2007 Yod-1",י:foot:direction:upward
"2007 Yod-1",י:foot:length:medium
"2007 Yod-2",י:body:inclination:oblique
"2007 Yod-2","י:horizontal strokes:converging"
"2007 Yod-2",י:foot:direction:upward
"2007 Yod-2",י:foot:length:medium
"2007 Yod-3",י:body:inclination:oblique
"2007 Yod-3","י:horizontal strokes:converging"
"2007 Yod-3",י:foot:direction:horizontal
"2007 Yod-3",י:foot:length:medium
"2008 Ayin-1",ע:body:shape:diamond/square-shaped
"2008 Beth-1",ב:body:inclination:vertical
"2008 Beth-1",ב:head:shape:triangular
"2008 Beth-1",ב:leg:angular
"2008 Beth-1","ב:additional:elongated foot"
"2008 He-1",ה:body:inclination:oblique
"2008 He-1","ה:horizontal strokes:number:three"
"2008 He-1",ה:shaft:length:medium
"2008 He-1","ה:shaft:angle with strokes:right"
"2008 Het-1",ח:body:inclination:oblique
"2008 Het-1","ח:horizontal strokes:number:three"
"2008 Het-1","ח:vertical protrusions:upper right"
"2008 Het-1","ח:vertical protrusions:lower right"
"2008 Lamed-1",ל:body:inclination:oblique
"2008 Mem-1",מ:body:inclination:vertical
"2008 Mem-1","מ:head:shape:square fork"
"2008 Mem-1",מ:tail:shape:curved
"2008 Mem-1","מ:foot:with foot"
"2008 Nun-1",נ:body:inclination:oblique
"2008 Nun-1","נ:head:shape:crossed parallel strokes"
"2008 Nun-1",נ:tail:angular
"2008 Nun-1","נ:foot:with foot"
"2008 Nun-2",נ:body:inclination:oblique
"2008 Nun-2","נ:head:shape:crossed parallel strokes"
"2008 Nun-2",נ:tail:curved
"2008 Nun-3",נ:body:inclination:oblique
"2008 Nun-3","נ:head:shape:crossed parallel strokes"
"2008 Nun-3",נ:tail:curved
"2008 Nun-3","נ:foot:with foot"
"2008 Nun-4",נ:body:inclination:oblique
"2008 Nun-4","נ:head:shape:crossed parallel strokes"
"2008 Nun-4",נ:tail:curved
"2008 Nun-4","נ:foot:with foot"
"2008 Waw-1",ו:body:inclination:vertical
"2008 Waw-1","ו:head:shape:square cup"
"2008 Waw-1","ו:nose:with nose"
"2008 Waw-1","ו:additional:head protrusion"
"2008 Yod-1",י:body:inclination:vertical
"2008 Yod-1","י:horizontal strokes:parallel downward"
"2008 Yod-1",י:foot:direction:upward
"2008 Yod-1",י:foot:length:medium
"2009 He-1",ה:body:inclination:vertical
"2009 He-1","ה:horizontal strokes:number:three"
"2009 He-1",ה:shaft:length:short
"2009 He-1","ה:shaft:angle with strokes:right"
"2009 Lamed-1",ל:body:inclination:oblique
"2009 Lamed-1",ל:shaft:straight
"2009 Nun-1",נ:body:inclination:oblique
"2009 Nun-1",נ:tail:curved
"2009 Resh-1",ר:body:inclination:vertical
"2009 Resh-1",ר:head:shape:curved
"2009 Waw-1",ו:body:inclination:vertical
"2009 Waw-1",ו:head:shape:v-shaped
"2009 Waw-1","ו:nose:with nose"
"2009 Yod-1",י:body:inclination:vertical
"2009 Yod-1","י:horizontal strokes:parallel downward"
"2009 Yod-1",י:foot:direction:upward
"2009 Yod-1",י:foot:length:medium
"2010 Aleph-1",א:body:inclination:vertical
"2010 Aleph-2",א:body:inclination:vertical
"2010 Aleph-2",א:head:shape:parallel
"2010 He-1",ה:body:inclination:oblique
"2010 Lamed-1",ל:body:inclination:oblique
"2010 Lamed-1",ל:shaft:straight
"2010 Lamed-1",ל:foot:shape:angular
"2010 Lamed-2",ל:body:inclination:vertical
"2010 Lamed-2",ל:shaft:straight
"2010 Lamed-2",ל:foot:shape:angular
"2010 Lamed-2",ל:foot:inclination:horizontal
"2010 Mem-1",מ:body:inclination:oblique
"2010 Mem-1","מ:head:shape:square fork"
"2010 Mem-1",מ:tail:shape:straight
"2010 Mem-2",מ:body:inclination:oblique
"2010 Mem-2","מ:head:shape:square fork"
"2010 Mem-2",מ:tail:shape:straight
"2010 Mem-2",מ:foot:footless
"2010 Nun-1",נ:body:inclination:oblique
"2010 Waw-1",ו:body:inclination:vertical
"2010 Waw-1","ו:nose:with nose"
"2010 Yod-1",י:body:inclination:vertical
"2010 Yod-1","י:horizontal strokes:parallel horizontal"
"2010 Yod-1",י:foot:direction:upward
"2010 Yod-1",י:foot:length:medium
"2010 Yod-2",י:body:inclination:vertical
"2010 Yod-2","י:horizontal strokes:parallel downward"
"2010 Yod-2",י:foot:direction:upward
"2010 Yod-2",י:foot:length:medium
"2011 Beth-1",ב:body:inclination:vertical
"2011 Beth-1",ב:head:shape:round
"2011 Beth-1",ב:leg:angular
"2011 He-1",ה:body:inclination:oblique
"2011 He-1","ה:horizontal strokes:number:three"
"2011 He-2",ה:body:inclination:oblique
"2011 He-2","ה:horizontal strokes:number:three"
"2011 He-2","ה:shaft:angle with strokes:right"
"2011 Kaf-1",
"2011 Lamed-1",
"2011 Lamed-2",
"2011 Mem-1",מ:body:inclination:vertical
"2011 Mem-1",מ:tail:shape:angular
"2011 Mem-1","מ:foot:with foot"
"2011 Nun-1",נ:body:inclination:oblique
"2011 Nun-1",נ:head:shape:zigzag
"2011 Nun-1",נ:tail:angular
"2011 Nun-1","נ:foot:with foot"
"2011 Shin-1",
"2011 Waw-1",ו:body:inclination:vertical
"2011 Yod-1",י:body:inclination:vertical
"2011 Yod-1","י:horizontal strokes:parallel downward"
"2011 Yod-1",י:foot:direction:upward
"2011 Yod-1",י:foot:length:medium
"2012 Beth-1",ב:body:inclination:vertical
"2012 Beth-1",ב:head:shape:quarter-circle
"2012 Beth-1",ב:leg:angular
"2012 Beth-1","ב:additional:elongated foot"
"2012 Beth-2",
"2012 Beth-3",ב:body:inclination:oblique
"2012 Beth-3",ב:head:shape:triangular
"2012 Beth-3",ב:leg:angular
"2012 Beth-3",ב–י:additional:ligatures:beth-yod
"2012 He-1",ה:body:inclination:oblique
"2012 He-1","ה:horizontal strokes:number:three"
"2012 He-1","ה:shaft:angle with strokes:right"
"2012 He-1","ה:additional:upper horizontal stroke protruding rightward"
"2012 He-2",ה:body:inclination:oblique
"2012 He-2","ה:horizontal strokes:number:three"
"2012 He-2","ה:shaft:angle with strokes:right"
"2012 Lamed-1",ל:body:inclination:oblique
"2012 Lamed-1",ל:shaft:straight
"2012 Lamed-1","ל:foot:shape:single stroke"
"2012 Lamed-1",ל:foot:inclination:upward
"2012 Mem-1",מ:body:inclination:oblique
"2012 Nun-1",נ:body:inclination:oblique
"2012 Nun-1",נ:head:shape:zigzag
"2012 Nun-1",נ:tail:curved
"2012 Nun-1","נ:foot:with foot"
"2012 Nun-2",נ:body:inclination:oblique
"2012 Nun-2",נ:head:shape:zigzag
"2012 Nun-2",נ:tail:curved
"2012 Nun-2","נ:foot:with foot"
"2012 Nun-3",
"2012 Nun-4",נ:body:inclination:oblique
"2012 Nun-4","נ:head:shape:crossed parallel strokes"
"2012 Nun-4",נ:tail:curved
"2012 Pe-1",פ:body:inclination:vertical
"2012 Pe-1",פ:head:angle:acute
"2012 Resh-1",ר:body:inclination:oblique
"2012 Resh-1",ר:head:shape:triangular
"2012 Sade-1","צ:left shaft:complete"
"2012 Sade-1","צ:right strokes:zigzag"
"2012 Waw-1","ו:body:inclination:oblique leftward"
"2012 Waw-1",ו:head:shape:u-shaped
"2012 Waw-1","ו:nose:with nose"
"2012 Waw-2","ו:body:inclination:oblique leftward"
"2012 Yod-1",י:body:inclination:oblique
"2012 Yod-1","י:horizontal strokes:parallel downward"
"2012 Yod-1",י:foot:direction:upward
"2012 Yod-1",י:foot:length:medium
"2012 Yod-2",י:body:inclination:oblique
"2012 Yod-2",י:foot:direction:upward
"2012 Yod-2",י:foot:length:medium
"2012 Yod-3",
"2012 Yod-4",י:body:inclination:vertical
"2012 Yod-4","י:horizontal strokes:parallel downward"
"2012 Yod-4",י:foot:direction:horizontal
"2012 Yod-4",י:foot:length:medium
"2012 Yod-4",ב–י:additional:ligatures:beth-yod
"2014 Beth-1",
"2014 He-1",ה:body:inclination:vertical
"2014 He-1","ה:horizontal strokes:number:three"
"2014 He-1",ה:shaft:length:medium
"2014 He-1","ה:shaft:angle with strokes:right"
"2014 He-1","ה:additional:upper horizontal stroke protruding rightward"
"2014 He-1","ו–ה:additional:ligatures:waw-he ligature"
"2014 Mem-1",מ:tail:shape:angular
"2014 Mem-1","מ:foot:with foot"
"2014 Nun-1",נ:body:inclination:oblique
"2014 Nun-1",נ:head:shape:zigzag
"2014 Nun-1",נ:tail:curved
"2014 Resh-1",ר:body:inclination:vertical
"2014 Resh-1",ר:head:shape:curved
"2014 Waw-1",ו:body:inclination:vertical
"2014 Waw-1","ו:nose:with nose"
"2014 Yod-1",י:body:inclination:vertical
"2014 Yod-1",י:foot:direction:upward
"2014 Yod-1",י:foot:length:medium
"2024 Aleph-1",
"2024 He-1",ה:body:inclination:oblique
"2024 He-1","ה:horizontal strokes:number:three"
"2024 He-1",ה:shaft:length:medium
"2024 He-1","ה:shaft:angle with strokes:right"
"2024 He-1","ו–ה:additional:ligatures:waw-he ligature"
"2024 Lamed-1",ל:body:inclination:oblique
"2024 Lamed-1",ל:shaft:straight
"2024 Lamed-1","ל:foot:shape:single stroke"
"2024 Lamed-1",ל:foot:inclination:upward
"2024 Lamed-2",
"2024 Mem-1",מ:body:inclination:oblique
"2024 Mem-1","מ:head:shape:crossed parallel strokes"
"2024 Mem-1",מ:tail:shape:curved
"2024 Mem-1","מ:foot:with foot"
"2024 Mem-1","מ:additional:looping foot"
"2024 Mem-2",מ:body:inclination:oblique
"2024 Mem-2","מ:head:shape:crossed parallel strokes"
"2024 Mem-2",מ:tail:shape:curved
"2024 Mem-2","מ:foot:with foot"
"2024 Mem-2","מ:additional:looping foot"
"2024 Nun-1",נ:body:inclination:oblique
"2024 Nun-1","נ:head:shape:crossed parallel strokes"
"2024 Nun-1",נ:tail:curved
"2024 Nun-1","נ:foot:with foot"
"2024 Nun-1","נ:additional:looping foot"
"2024 Shin-1",ש:body:inclination:vertical
"2024 Shin-1",ש:body:shape:w-shaped
"2024 Shin-1","ש:additional:one middle protrusion"
"2024 Shin-1","ש:additional:lower protrusions"
"2024 Tav-1",ת:body:shape:x-shaped
"2024 Waw-1",ו:body:inclination:vertical
"2024 Waw-1",ו:head:shape:v-shaped
"2024 Waw-1","ו:nose:with nose"
"2024 Waw-1","ו–ה:additional:ligatures:waw-he ligature"
"2024 Yod-1",י:body:inclination:oblique
"2024 Yod-1","י:horizontal strokes:converging"
"2024 Yod-1",י:foot:direction:upward
"2024 Yod-1",י:foot:length:medium
"2024 Yod-2",י:body:inclination:oblique
"2024 Yod-2","י:horizontal strokes:parallel horizontal"
"2024 Yod-2",י:foot:direction:upward
"2024 Yod-2",י:foot:length:medium
"2025 Ayin-1",ע:body:shape:circle/oval
"2025 Beth-1",ב:body:inclination:oblique
"2025 Beth-1",ב:head:shape:triangular
"2025 Beth-1",ב:leg:angular
"2025 Beth-2",ב:body:inclination:vertical
"2025 Beth-2",ב:head:shape:triangular
"2025 Beth-2",ב:leg:angular
"2025 He-1",ה:body:inclination:vertical
"2025 He-1","ה:horizontal strokes:number:three"
"2025 He-1",ה:shaft:length:short
"2025 He-1","ה:shaft:angle with strokes:acute"
"2025 He-1","ה:additional:shaft protruding upward"
"2025 He-1","ה:additional:upper horizontal stroke protruding rightward"
"2025 He-2",ה:body:inclination:vertical
"2025 He-2","ה:horizontal strokes:number:three"
"2025 He-2",ה:shaft:length:medium
"2025 He-2","ה:shaft:angle with strokes:right"
"2025 He-2","ו–ה:additional:ligatures:waw-he ligature"
"2025 He-3",ה:body:inclination:vertical
"2025 He-3","ה:horizontal strokes:number:three"
"2025 He-3",ה:shaft:length:medium
"2025 He-3","ה:shaft:angle with strokes:right"
"2025 He-3","ה:additional:upper horizontal stroke protruding rightward"
"2025 He-3","ו–ה:additional:ligatures:waw-he ligature"
"2025 Lamed-1",ל:body:inclination:oblique
"2025 Lamed-1",ל:shaft:straight
"2025 Lamed-1","ל:foot:shape:single stroke"
"2025 Lamed-1",ל:foot:inclination:upward
"2025 Nun-1",נ:body:inclination:vertical
"2025 Nun-1",נ:head:shape:zigzag
"2025 Nun-1",נ:tail:angular
"2025 Nun-1","נ:foot:with foot"
"2025 Nun-2",נ:body:inclination:oblique
"2025 Nun-2",נ:head:shape:zigzag
"2025 Nun-2",נ:tail:angular
"2025 Nun-2","נ:foot:with foot"
"2025 Shin-1",ש:body:inclination:oblique
"2025 Shin-1",ש:body:shape:w-shaped
"2025 Shin-1","ש:additional:two middle protrusions"
"2025 Waw-1",ו:body:inclination:vertical
"2025 Waw-1","ו:head:shape:square cup"
"2025 Waw-1","ו:nose:with nose"
"2025 Waw-2",ו:body:inclination:vertical
"2025 Waw-2","ו:head:shape:square cup"
"2025 Waw-2","ו:nose:with nose"
"2025 Waw-3",ו:body:inclination:vertical
"2025 Waw-3","ו:head:shape:square cup"
"2025 Waw-3","ו:nose:with nose"
"2025 Waw-3","ו:additional:rounded square cup head"
"2025 Waw-3","ו–ה:additional:ligatures:waw-he ligature"
"2025 Yod-1",י:body:inclination:vertical
"2025 Yod-1","י:horizontal strokes:parallel downward"
"2025 Yod-1",י:foot:direction:upward
"2025 Yod-1",י:foot:length:medium
"2025 Yod-2",י:body:inclination:oblique
"2025 Yod-2","י:horizontal strokes:parallel downward"
"2025 Yod-2",י:foot:direction:upward
"2025 Yod-2",י:foot:length:medium
"2026 Gimmel-1",ג:body:inclination:oblique
"2026 Gimmel-1",ג:head:angle:right
"2026 Gimmel-1",ג:head:length:short
"2026 He-1",ה:body:inclination:oblique
"2026 He-1","ה:horizontal strokes:number:three"
"2026 He-1",ה:shaft:length:short
"2026 He-1","ה:shaft:angle with strokes:right"
"2026 He-1","ה:additional:upper horizontal stroke protruding rightward"
"2026 He-1","ו–ה:additional:ligatures:waw-he ligature"
"2026 Lamed-1",ל:body:inclination:oblique
"2026 Lamed-1",ל:shaft:straight
"2026 Lamed-1",ל:foot:shape:angular
"2026 Lamed-1",ל:foot:inclination:horizontal
"2026 Mem-1",מ:body:inclination:oblique
"2026 Mem-1","מ:head:shape:crossed parallel strokes"
"2026 Mem-1",מ:tail:shape:curved
"2026 Mem-1","מ:foot:with foot"
"2026 Nun-1",נ:body:inclination:oblique
"2026 Nun-1","נ:head:shape:crossed parallel strokes"
"2026 Nun-1",נ:tail:curved
"2026 Nun-1","נ:foot:with foot"
"2026 Nun-2",נ:body:inclination:oblique
"2026 Nun-2",נ:head:shape:zigzag
"2026 Nun-2",נ:tail:curved
"2026 Nun-2","נ:foot:with foot"
"2026 Pe-1",פ:body:inclination:oblique
"2026 Pe-1",פ:head:angle:acute
"2026 Pe-1",פ:tail:shape:curved
"2026 Pe-1","פ:foot:with foot"
"2026 Resh-1",ר:body:inclination:oblique
"2026 Resh-1",ר:head:quarter-circle
"2026 Shin-1",ש:body:inclination:vertical
"2026 Shin-1",ש:body:shape:w-shaped
"2026 Shin-1","ש:additional:lower protrusions"
"2026 Waw-1",ו:body:inclination:vertical
"2026 Waw-1","ו:head:shape:square cup"
"2026 Waw-1","ו:nose:with nose"
"2026 Waw-1","ו–ה:additional:ligatures:waw-he ligature"
"2026 Yod-1",י:body:inclination:oblique
"2026 Yod-1","י:horizontal strokes:parallel downward"
"2026 Yod-1",י:foot:direction:upward
"2026 Yod-1",י:foot:length:medium
"2027 Ayin-1",ע:body:shape:circle/oval
"2027 Beth-1",ב:body:inclination:oblique
"2027 Beth-1",ב:head:shape:quarter-circle
"2027 Beth-1",ב:leg:angular
"2027 He-1",ה:body:inclination:oblique
"2027 He-1","ה:horizontal strokes:number:three"
"2027 He-1",ה:shaft:length:short
"2027 He-1","ה:shaft:angle with strokes:right"
"2027 He-2",ה:body:inclination:oblique
"2027 He-2","ה:additional:shaft protruding upward"
"2027 He-2","ה:additional:upper horizontal stroke protruding rightward"
"2027 Het-1",ח:body:inclination:vertical
"2027 Het-1","ח:horizontal strokes:number:three"
"2027 Het-1","ח:vertical protrusions:upper left"
